,text,favorite_count,retweet_count,country,sentiment
2108,"45 calls migrants invadors &amp; tells 4 WOC to ""go back""*GOP: -\_(tsu)_/-CBP violent FB page against AOC &amp; migrants*GOP: -\_(tsu)_/-Team Mitch mocks sexual violence against AOC*GOP: -\_(tsu)_/-Mass shooter terrorists kill migrants &amp; women*GOP: We must ban video games",1090,350,USA,-0.9761
2109,It took less than an hour after @DHSgov's official announcement of the new guidance on migrant family detentions for @CNN to start spreading fake news. Read my latest -&gt;https://t.co/EQmHm1g7bG,1076,588,USA,-0.4767
2110,"Tulsi Gabbard's actual started positions  * ""conflicted"" about CIA torture * after the Gujarat pogrom that killed two thousand people, said Modi should be allowed into the US*speaker at Christians united for Israel *wanted to ban most Syrian and Iraqi refugees",1071,384,USA,-0.8807
2111,The GOP is violating the committee rules they unanimously agreed to only 6 months ago. Why?To indefinitely keep migrant children in Concentration Camps &amp; further ban asylum seekers.It was never about law &amp; order. It's about racism &amp; injustice. https://t.co/0dDeuuq5gV,1063,408,USA,-0.93
2112,"@TomiLahren Actually, Tomi, we're coming together to assign blame.The blame goes to the president who has constantly characterized migrants as 'invaders' and inspired the shooter's manifesto.This is not hard.",1057,77,USA,-0.0783
2113,Illegal immigration is inhumane to the migrantsIf they would have come legally this would not have happenedMany illegal aliens in the U.S. are exploited by employers who pay them less than minimum wage or subject them to substandard working conditions: https://t.co/RVjYtTYLho https://t.co/3uJPQ9nwNQ,1057,384,USA,-0.8807
2114,Obama = Syrian civil war = European refugee crisis = Brexit = rise of the populist Right,1046,304,USA,-0.8402
2115,This is why the immigration system needs to be reformedPeople need to understand that they cannot come here illegallyThose illegal immigrants could have died in that water tank from heat-related causes had they got trappedIllegal immigration is dangerous to migrants https://t.co/TX4InuMgOo,1042,663,USA,-0.9538
2116,"Mariam is a migrant and a Christian woman running as the CPC candidate in the riding of Pierrefonds-Dollard, QC, Canada. She is well known for her hard work and dedication to her community. This hate against her must be condemned by all of us. Follow and support @MariamIshakCPC. https://t.co/s3Z5zCXYP2",1040,367,USA,-0.4939
2117,"Watch as African Migrants try to illegally enter the USA while attacking the Mexican Police.Is this ""peaceful families trying to better themselves?""Hell no!The Witch Pelosi is trying to destract America from real issues in our Country with her Fake Impeachment Scam. https://t.co/fp8bsLSpeB",1039,1280,USA,-0.9143
2118,"After fighting w/the Police b/c they didn't want to be deported, these African refugees set fire to the refugee camp they were living in Greece! Several dead! When will Europe learn from their mistakes? #RoseDC11 https://t.co/pn1l4C8bkR",1034,1346,USA,-0.9101
2119,"In the past day, Trump has:-said Jews are disloyal-called himself King of Israel-invoked Henry Ford-launched a plan to indefinitely detain migrant children-floated overriding the 14th AmendmentHe's antisemitic, xenophobic, &amp; dangerous.We're proudly #DisloyalToTrump.",1021,345,USA,-0.2023
2120,"Sen. Jeff Merkley on CNN this AM on the Trump changes to migrant family detention rules: ""The goal here is to be able to establish internment camps. That is, lock up children and their parents through the duration of immigration proceedings, which could be many years.""",1020,721,USA,-0.3612
2121,GOP senators introduce bill that would require DNA testing to verify relationships between adult migrants and the children they claim are part of their family. This will prevent children from being exploited by drug traffickers and gang members.#VoteGOP https://t.co/faEqNmp3LE,1019,818,USA,-0.4404
2122,"Hollywood Millionaire, Richard Gere, is working with Soros-funded NGO, Open Arms, to bully Italy into taking economic migrantsSalvini accused the NGO of aiding ""human trafficking.""Why isn't Richard Gere housing &amp; feeding these migrants? https://t.co/WacOebtBup",1018,638,USA,-0.6597
2123,"@ElizabethHeng @AOC It is inconceivable to me how Ms Heng, who's father fled Cambodia and probably came to the very refugee camp where I later worked, could consider her propaganda as anything other than a grave insult to the hundreds of thousands of Cambodian victims of the Khmer Rouge.",1015,121,USA,-0.8481
2124,"You snakeoil salesman of a shastri--when you were cooking up ways to turn the Veda into a vehicle of hate, I was writing shortlisted novels about  temple destruction. It's men like you --'Intellectual refugees,' not good enough to succeed elsewhere--who have always exploited India. https://t.co/nfmACf4ZZT https://t.co/vkPrKqwJ3u",1014,261,USA,-0.7967
2125,"@IvankaTrump @POTUS Trump commits all 7 deadly sins every day, he has never read the Bible, he cheated on all 3 of his wives, he bragged about grabbing pus*ies, he's a tax cheat, he stiffed thousands of contractors and he's currently jailing migrant babies with no plans to reunite them with families",1013,168,USA,-0.8859999999999999
2126,"Again, there is no systemic racism in Canada.You hold one of the highest offices in the land and you are a refugee. This is a lie and you are an ungrateful jerk. https://t.co/2EOO5BqjbO",1012,360,USA,-0.8934
2127,"If you were in a meeting where your President asked about shooting migrants in the leg to slow them, and building an alligator filled most around a wall, you had a duty to inform the public and resign.",1010,266,USA,-0.34
2128,Farm work is skilled work and grievously undervalued. If you care to disagree I suggest you pick or prune apples for a day and compare the quality and quantity of your production compared to an experienced migrant laborer. I found it to be  a sobering experience. https://t.co/5WpkBzBrWH,1010,355,USA,-0.4404
2129,"@mdcfBBA @astridalheli @CStrait2 The guy that died in Iraq was a Christian refugee who lived in US since he was 6 months old, but he was born in Greece...He told ICE he would die if they sent him to Iraq and he begged for his life, but they ignored his pleas and sent him to certain death.I think ICE killed him",1010,202,USA,-0.965
2130,An invasion is hostile - a refugee crisis is not https://t.co/kwbj1gWBBK,1007,253,USA,-0.7717
2131,"@BetoORourke I'm a Hispanic man who grew up a poor migrant kid in South Texas, served 10 years in @USArmy, now work in #BorderPatrol 24 years &amp; counting serving my country - the mighty #USA Does that mean I'm a #WhiteSupremacist because I follow @BreitbartNews ?",998,242,USA,-0.4767
2132,"""I was a stranger and you did not welcome me"" (Mt 25).Desperate migrants swim for the shoreline of Lampedusa, from the migrant ship stranded off Italy.  In my work with refugees in East Africa, I saw this desperation, the desperation of people who want freedom, dignity, life. https://t.co/ckekbvrtm8",968,235,USA,-0.5544
2133,"I am curious, how do you tell a grandchild (or child if you are younger) not to invade countries in the Middle East, destabilize the region &amp; create a refugee crisis when the last two Presidents before Trump did it regularly? https://t.co/M7bREGMbuo",960,209,USA,-0.1779
2134,This is not my America. These are refugees fleeing death. IMPEACH THIS MOTHERFUCKER!!!Trump claims Bahamians need 'totally proper documentation' to enter US https://t.co/AtFuapT784,959,240,USA,-0.9024
2135,Federal judge blocks Trump administration from detaining migrant children for indefinite periods https://t.co/Z195eV754U,957,336,USA,-0.2263
2136,These are the type of people I criticize and keep exposing but the media tell you I'm crazy (see below tweet). Now look: Iraqi migrant security guard Mohammad al-Bayati sexually assaults 3 year old. To be deported.Report by @BenFordham 1/2 https://t.co/kqg7Ynx6Gd,954,447,USA,-0.7964
2137,"The FBI got a tip in Jan. about a man who posted ""hunting guides"" targeting Muslims, Jews &amp; refugees. It wasn't until July, when that same man left his unlocked phone on a bus -- and the phone contained child porn -- that the FBI could arrest him. https://t.co/Eifvp0T0Zu",953,615,USA,-0.34
2138,"California Attorney General Xavier Becerra, along with 18 other states and the District of Columbia, are suing the Trump admin over a new rule allowing migrant families to be kept in detention long-term. https://t.co/TqSA5J2lLK",952,385,USA,-0.5574
2139,"Trump admin plans to end limits on child migrant detention - Los Angeles Times IS THERE NO END TO THE CRUELTY,AVARICE &amp;EVIL OF THIS MAN &amp; HIS BOOT LICKERS!?[?]THESE CHILDREN HAVE NO CHANCE4 A FUTURE.THERE IS ONLY SQUALOR, LONELINESS &amp;PAIN https://t.co/SPpJtuqPZk",951,206,USA,-0.9109
2140,I'm so sick of this abuse towards migrant kids...We took them from their parents.We put them in cages.Now we find out that HUNDREDS of them were sexually abused!!!THE US GOT THESE KIDS RAPED!All because they had the audacity to look towards that shining city on a hill!,950,381,USA,-0.9617
2141,South Africans and Nigerian migrants are fighting in the streets but Trevor Noah found a way to blame white people https://t.co/QJwSdtddk3,949,520,USA,-0.5927
2142," Today we protested outside a detention center the only way we know how: en canto junto a artistas como @lasantacecilia, @Icryduringsex and Dueto Dos Rosas who serenaded the migrants locked inside in act of [?] and resistance. Just the 1st of our actions for #ElPasoFirme  https://t.co/Kgn6PTgcTM",945,285,USA,-0.4588
2143,"I miss having WH Press Conferences. Wouldn't it be nice if members of the Press Corp could ask about say: kicking refugees off a boat after surviving Dorian, or bringing Taliban to Camp David. We gave up those briefings w/o a fight. What's next? @realDonaldTrump",945,238,USA,-0.5158
2144,There is an organized hate campaign against the wonderful @MariamIshakCPC who is a Christian migrant from Egypt. She is running as the Conservative Party candidate in Pierrefonds-Dollard. There's no outrage from the MSM because the ones spreading this hate are NOT Conservatives. https://t.co/KOxttXIlcq,943,376,USA,-0.7579
2145,A quick reminder that we have never found the girls. Many people are worried Trump sold all the refugee girls to someone somewhere.,941,608,USA,-0.29600000000000004
2146,"@charliekirk11 Warren rails against Wall St. The Dayton shooter attacked a Dayton bar for unknown reasons.Trump called migrants ""invaders"", specifically in El Paso. The El Paso shooter drove across Texas to attack to kill migrants because they're ""invading"".See the difference?",941,103,USA,-0.8957
2147,"I hate it when I agree with this nut caseRight-wing commentator &amp; former avid supporter of Idiot Trump, Ann Coulter asks why the president &amp; other employers have not been charged with a crime for hiring undocumented migrants. https://t.co/EbLPG7vWOj",933,297,USA,-0.6259
2148,"Spineless @SenThomTillis is a disgrace to North Carolina.  He wants to take away your healthcare, give tax breaks to billionaires, cut Medicare and Social Security benefits you paid for, put refugee children in cages, destroy the environment, and facilitate rascism and fascism. https://t.co/Af6vvEYdgq",929,391,USA,-0.5859
2149,"If white Christian Conservatives had the same passion for migrant children, school shooting victims, sick toddlers, young black men, Muslim families, LGBTQ teens, and women that they claim to have for embryos--they'd actually be pro-life.#SundayMorning https://t.co/nj1TvPBuzs",928,332,USA,-0.3818
2150,Ann Coulter Suggests Donald Trump Should Be Charged for Employing Undocumented Migrant Workers https://t.co/E4Ra59DN6d,925,378,USA,-0.2023
2151,"And look what you became. Honor the fallen, the brave men and women deserve that but don't attempt to justify the cruel and inhumane treatment of refugees at the border, stealing their kids, the sexual abuse of minors, the deaths and your raids. Spare us that bullshit today. https://t.co/tpZfYGtz2S",917,155,USA,-0.9709
2152,You are a fucking cancer on our society. I'd swap you for a hard working migrant in a heartbeat. https://t.co/D7KIusaH0K,912,115,USA,-0.7264
2153,Another long thread about what's happening to asylum seekers at the border. I went to Mexico yesterday to see if I could find the missing migrants who were not showing up at the shelter and clinic in Laredo. I decided I needed to be on that side to bear witness. https://t.co/t1xCA8VP86,911,918,USA,-0.29600000000000004
2154,"While we've been talking about an asshole with a sharpie for two days, I wonder how many conservative lifetime judges have been appointed, how many endangered species are no longer protected, and how many migrant children have died in custody? Just curious...",909,204,USA,-0.4404
2155,This is the result of importing third world migrants to America.Barack Hussein Obama aka Bathhouse Barry Soetoro really screwed Minnesota over with his almost 100K refugee placement.These are the scum bags who elected @IlhanMN:https://t.co/q6heNo9aZphttps://t.co/crrXHMXOyd,907,1021,USA,-0.5413
2156,"The great nations of Europe sent tens of millions of young men to go murder each other in trenches a century ago because they were jealous of each others' brutal murderous empires, I really doubt it's Syrian refugees who are going to finally do them in https://t.co/XwiSuHH4Rb",907,196,USA,-0.9402
2157,"""If you're scared of a migrant invasion like I am, just shoot a bunch of people and I'll take care of it,"" is maybe not the best message for a president to send, is all I'm saying.",904,81,USA,-0.45299999999999996
2158,".@mollycrabapple and @elivalley were just arrested demanding @Amazon cut ties with ICE and stop enabling human rights abuses against immigrants, refugees, and asylum seekers. #NeverAgainIsNow https://t.co/UUL5l7mRWx",904,308,USA,-0.8979
2159,This is not just about ISIS fighters:- Turkey has 2 million Syrians refugees they're going to resettle back in Northern Syria- Turkey is a NATO ally and Kurdish YPG militia have been at the Turkish border.- Turkey is expected to go only  19 miles into Syria https://t.co/sAhTNoCdzr,903,410,USA,-0.0516
2160,"Fewer Illegal Migrants Will Enter US Under New Trump Rule, DHS Says https://t.co/wgNiy5f80s via @dailycaller @thejasonhopkins",892,244,USA,-0.5574
2161,"More than 4 million people in India, mostly Muslims, are at risk of being declared foreign migrants as the government pushes a hard-line Hindu nationalist agenda that aims to redefine what it means to be Indian https://t.co/CoZhOSj3Az",891,798,USA,-0.2732
2162,"Well, there is the President, who spent most of last year talking about an ""invasion"" by South and Central American migrants. In fact, I watched him argue with @Acosta about the word ""invasion"" in the East Room last November. https://t.co/jlUgsEsFZS",889,295,USA,-0.0772
2163,"#AmericaFirst- @RepSeanDuffy: We need to protect the American worker &amp; American jobs. When we have Americans that can fill jobs and we instead bring in an Indian or Chinese migrant, it's absolutely insane. Let's preserve jobs for the American worker. #MAGA #Dobbs https://t.co/tfEo0vYluV",884,384,USA,-0.10099999999999999
2164,"Quote: wamena city was destroyed, only ruins remained like being in a war, the economy was paralyzed, the migrants fled, the pain, misery and hunger that would remain, who knows what for ?? https://t.co/lo49OjS2Ht",879,912,USA,-0.9506
2165,"You can bet your sweet ass that if these were refugees from France or Germany or the UK or goddamn Luxembourg, Trump wouldn't give a shit about taking in an unlimited number fleeing devastation and displacement. https://t.co/JIVBHSUp03",877,113,USA,-0.4898
2166,"@ElizabethHeng @AOC I worked in a Cambodian refugee camp in Thailand, volunteered as an election officer in Kampong Cham province in 1993, studied Cambodia's reconstruction in 1994-95, and supported the Khmer Rouge genocide tribunal. I know a little about Pol Pot and his horrific brand of Maoism.",875,96,USA,-0.4767
2167,@BrianEntin This is beyond fucked up! I knew trump was gonna do something horrible when he tweeted that the cruise ships should keep the refugees on board. He truly is a sick twisted man.  I'm so sorry to the people that lost EVERYTHING in the hurricane! My god what is wrong with us,874,180,USA,-0.9316
2168,WHO DOESN'T WANT BORDER BARRIER?* Sex Traffickers * Middle Eastern governments* Drug Dealers * Cartels * MS13 and Other Gangs * Central American Governments * Economic *illegal* migrants * Leftist activists * Democrats* Hussein 0bama- Anyone who can't do math,870,607,USA,-0.0516
2169,Trump Is The Reason.Trudeau says Canada will take refugees banned by U.S. https://t.co/O4lM1wCtz7,870,371,USA,-0.4588
2170,"Trump tweets/36/24/18-- ""We can't allow all of these people to invade our Country.""RTs of three people decrying 'invasion,' including one about ""...ILLEGALS and 'REFUGEES' invading Texas.""",868,386,USA,-0.1695
2171,"While all this is going on, thousands of refugees and asylum seekers are now languishing in private prisons in Mississippi--including one where a deadly riot broke out in 2012 in protest of insufficient food and medical care.https://t.co/zFFOEW8lIk",858,536,USA,-0.6369
2172,"!![?]BREAKING: Leaked Letter Shows How Democrats Are ""Coaching"" Illegal Migrants https://t.co/4JFchAt1z0 !![?]Democratic lawmakers are ""coaching"" migrants on how to sneak into the United States &amp; in August, were making secret trips to Mexico.#DirtyDems #FlipCongressRed #Trump2020",858,1243,USA,-0.6836
2173,Holy shit! I can't believe I'm saying this but... I agree with Ann CoulterAnn Coulter Suggests Donald Trump Should Be Charged for Employing Undocumented Migrant Workers! https://t.co/TLUXmZn6uj,856,280,USA,-0.5399
2174,Good point. He and Trump violated the International Refugee laws. Because the targets were threatened indigenous people I'm working on a theory to charge them with genocide leading to death.. https://t.co/xzuViFjVaK,856,355,USA,-0.5423
2175,It's time to work together and find solutions to addressClimate crisisStudent debt crisisHousing crisisRefugee crisisHealthcare crisis https://t.co/c6B3wbRrDU,855,152,USA,-0.9729
2176,"I'm never uneasy about Muslims or undocumented people or migrant families passing me on the street.No, it's pissed-off, entitled, gun-toting, professed Christian white bigots emboldened by this President who terrify me. https://t.co/1o5ftziulh",854,200,USA,-0.2996
2177,Somali Refugees Accused of Plotting ISIS Attack Sought U.S. Citizenship https://t.co/1eEOUBnYpr via @BreitbartNews @JxhnBinder,852,821,USA,-0.6486
2178,"Again, the Democrats *funded* the concentration camps where migrant children died. They only arrived at impeachment when they were forced to by a whistleblower. They spent the previous months undermining the Mueller investigation results &amp; calls for an impeachment inquiry then.",848,207,USA,-0.8442
2179,"We need trials of all those involved with atrocities after this regime is out of power!""Trump administration leaves menstruating migrant girls 'bleeding through' underwear at detention centres, lawsuit claims."" https://t.co/yMS1e37iiU",846,521,USA,-0.5707
2180,LET'S NOT FORGET:1. Trump was friends with Epstein and the topic has all but disappeared from MSM.2. Migrants are dying and children are still locked in cages.3. People are dying from lack of healthcare and soaring prescription drug costs.4. Trump is a rapist and a racist.,844,505,USA,-0.9608
2181,"Magnet, De Facto Amnesty: ICE let loose 218,400 migrant 'family members' into the US since December https://t.co/nQKCVRS0fu",843,388,USA,-0.3182
2182,"In 10 days, Muslim-Americans have raised $120,000 to bail out detained migrant parents who can't afford bail. 5 parents have already been reunited w/ their kids.@mehdirhasan @rezaaslan @cenkuygur @DMogahed @ninaturner @ananavarro @aplusk @muslimsecretshttps://t.co/wHE9WVfYOU",843,320,USA,-0.4019
2183,"Dem senator Ron Wyden says Mexican women have a legal right to U.S. healthcare, and to give birth in the U.S. if they seek asylumNot only are these public servants bad for U.S. citizens, but also for migrants--incentivizing them to make the dangerous trek https://t.co/qalgre3vaD",836,266,USA,-0.7311
2184,"In 1938, 72% of Americans were opposed to letting Jewish refugees from Nazi Germany into the country. Our immigration system was founded with the Chinese Exclusion Act in 1882. We've reached a new low under Trump, but the suspicion and mistreatment of immigrants is not new. https://t.co/lQVHaC5bEc",833,399,USA,-0.6542
2185,"Leaked Letter Shows How Democrats Are ""Coaching"" Illegal MigrantsAnyone still working at @TheJusticeDept??????It sure would be cool to see Democrats get punished for their continued treasonous behavior @DHSMcAleenan @FBI @LindseyGrahamSC @DHSgov.https://t.co/jhmi0qfu8r",832,958,USA,-0.8738
2186,"Trump to cut refugees to 18,000, give localities veto over resettlement - https://t.co/Vh7uIZbZAh",829,236,USA,-0.2732
2187,"Another G7 Nation Rebelling Against Globalization, Mass Refugee Influx: ""Italian Government Collapses, Setting Up a Power Struggle"" #sovereignty  https://t.co/QtkprxGwJz",829,260,USA,-0.6808
2188,"The set of HBO's Plot Against America is today adorned with fake gravestones bearing the real names of my Simonowsky, Kelmanowsky, Steiner and Lebowitz ancestors. A personal homage to the generation of refugees and immigrants that made us all Americans. Fuck Donald Trump. https://t.co/JsK8EQWCPC",828,67,USA,-0.743
2189,Hundreds of African migrants violently protest in MexicoMexico will not let give thm free passage to US after they pd thousands to human traffickers for entrance into USA. Mexico offered naturalization or deportation back to Africa.They're mad https://t.co/KNWSM4q9Aw,826,839,USA,-0.6908
2190,"I'm sure the families of the 20 people killed by a white supremacist inspired by 45's tweets about a migrant ""invasion"" feel much better now that 45 deleted these tweets.This terrorism is exactly what POC warned @jack about--but to no avail.How many more people have to die? https://t.co/85ede8WUGQ",824,340,USA,-0.8555
2191,"This is a double-edged sword of terrorism, on two fronts migrants are facing the unyielding effects of U.S. imperialism &amp; white supremacy, they are so desperate for life that they'll risk everything to leave home &amp; come here, only to be shot at &amp; hunted down by ICE",817,140,USA,-0.8655
2192,Fed authorities in AZ arrested 2 refugees for conspiring to provide material support to ISIS. The terrorists entered the U.S legally under an Obama era program that offered residency to thousands from Muslim countries notorious for terrorist activity. https://t.co/IN0JUZh0kr https://t.co/xzcOZNQRcm,815,571,USA,-0.9136
2193,"2013: Castigates Central Park Five.2014: Promotes birther lies.2015: Mexicans are ""rapists.""2016:  Muslim ban.2017: Calls neo-Nazis ""very fine people.""2018: Refers to Africa ""shithole countries.""2019: Denies Bahamas migrants because of some ""bad people.""#PABPOTUS https://t.co/pznibfleI0",803,490,USA,-0.8484
2194,"Trump on illegal migrants: ""You'd be amazed at how many African American people come up, and they have people living near them that are brutal killers. They're killers. But you're tough, you fight back. But sometimes you don't win those fights, because these guys are tough too.""",802,216,USA,-0.9613
2195,...when you think they couldn't be more sickening....Trump administration leaves menstruating migrant girls 'bleeding through underwear at detention centres' https://t.co/5PpQLJLTfO,801,811,USA,-0.3612
2196,@LegacyKillaHD @IGN Tomorrow: A refugee from a war torn country describes the cruel realities of being under fire from an assault rifle and why their inclusion in games may not be a good idea.,801,29,USA,-0.9539
2197,"Migrants learn that ""Remain in Mexico"" is being enforced!Many now choose to return to their home countries Let's blast this message to stop illegal entry BEFORE they come!#RemainInMexico  https://t.co/XAgBKgDFuO",800,845,USA,-0.7494
2198,Maybe Swedish Global Activist Greta Thunberg should worry about the Migrant Crisis in her own Country instead of lecturing us about the Weather.,792,300,USA,-0.7906
2199,Update: the migrant child detention propaganda film's producer has now locked her account https://t.co/kAUpLkSIkQ,789,137,USA,-0.5423
2200,"@prayingmedic @w_terrence Can someone tell Hillary that the cartels have information on her and are going to testify? Would simultaneously solve our refugee problem, our drug problem and finally get some use out of this magical Clinton death machine.",789,132,USA,-0.8176
2201,"Dem presidential hopeful and former HUD Secretary Julian Castro escorted a group of migrants to the United States-Mexico border, but they were all returned to Mexico. This jerk needs to be thrown in jail for deliberately breaking the law! https://t.co/PSa7TxxAgo",781,395,USA,-0.08800000000000001
2202,"I visited 3 facilities: the non-profit San Diego Rapid Response Network Migrant Shelter, the Otay Mesa ICE Detention Center, and the Chula Vista Border Patrol (CBP) Station. They interact with immigrants at different stages and were very different from each other.  (2/ )",780,122,USA,-0.3612
2203,"Excited for tomorrow's debate on whether it's racist to fantasize about shooting refugees, feeding them to crocodiles, and impaling them on spikes--and for Thursday's debate on whether the people who think it is have taken political correctness too far.",776,168,USA,-0.3818
2204,Ban on Eating Dogs and Cats Blocked in #UK -- It Might Offend #AsianMigrants!But It Offends Me That These Migrants Want To Eat Dogs and Cats.They are our family members. Why would anyone want to eat our family members?#WalkAway #TruthMatters  https://t.co/Zb8DlOcWS5,774,882,USA,-0.8622
2205,"Let's flip the tables. Twitter gave @RitaPanahi a suspension to silence her, so I request from my friends on Twitter to follow her. When the 12 hr suspension is over, she'll be back with a larger following. Born in US, suffered under Crooked Clerics of Iran, refugee to Australia. https://t.co/690UqCC9A8 https://t.co/5QtxZ8XQQK",773,285,USA,-0.0258
2206,"Constantin Bakala (here in the white shirt), an asylum-seeker from the Democratic Republic of Congo, who has been detained for 19 months in detention centers across the country, was reunited with his family this morning. Look at this celebration. https://t.co/PUN0XW3fnW",770,194,USA,-0.6369
2207,"""At the end of the day, it did not deliver. It was the biggest waste of money and hype.""Trump's DNI pick John Ratcliffe has touted a migrant roundup he oversaw in eastern Texas when he was U.S. attorney, but court records show it had scant results.https://t.co/sVWlrDbpQ5",764,383,USA,-0.25
2208,Roxsana Hernandez. How many presidential candidates know her name? She was a trans migrant living with HIV who died in ICE custody. There are growing humanitarian violations at the border and in migrant prisons. #LGBTQforum https://t.co/axw2sM0I9L,758,430,USA,-0.743
2209,"A #DonaldTrump supporter driving a ""Trump Truck"" was arrested outside migrant shelter in #ElPaso. Witnesses called police after Thomas Bartram 21, wearing latex gloves &amp; brandishing a knife, made threatening comments. Police recovered a loaded gun, ammo and white powder off him. https://t.co/STuHWSiaAT",753,315,USA,-0.7783
2210,"""We Are Coming for You Trump with Knives!"" - Feds Arrest Florida Migrant Omar Haji Mohammed after Threats to Stab President Trump https://t.co/253hZwZi0F https://t.co/tVy4rF8uzv",750,483,USA,-0.8516
2211,"To curb immigration, the Republican administration will target legal migrants by denying green cards who use public programs like food stamps and housing subsidies.It was never about breaking the law.It was about denying people of color a chance for a better life.It's racism.",747,396,USA,-0.25
2212,Fresh evidence Indian soldiers are using torture to subdue Kashmir; mass civilian casualties in Yemen; another failed repatriation deal for Rohingya Muslim refugees.Current and new supporters of my work may unlock this weekly update:https://t.co/Xrmz4yKuBq,742,393,USA,-0.4588
2213,Did you know @Ilhan's District has seen a 53% surge in robberies over the past yr due to the rise of Somali gangs &amp; FBI statistics say ilhan's District is the terrorist recruitment capital of the US? This all comes from @BarackObama importing Somali refugees there a few yrs ago!,735,696,USA,-0.7177
2214,"If Tusli Gabbard doesn't hate Muslims, then explain why she minimizes mob lynchings in India; accused Obama of failing to identify the enemy - ""radical Islam""; supports ban or partial ban on refugees from Muslim majority countries; smears Assad's opposition as ""Salafi Wahabists""? https://t.co/ShTRzDPG68",730,260,USA,-0.8934
2215,Imagine being a migrant PARENT who has no idea where their children are.Imagine the HELPLESSNESS they feel.Imagine being a CHILD with no idea when you'll see your parents again.Imagine how SCARED they are.Remember this feeling next time someone tries to justify xenophobia.,725,263,USA,-0.8818
2216,.@JudicialWatch: Mexican-Based Bangladeshi Smuggler Busted Amid Rise in Migrants from Terrorist Nations - https://t.co/dBoReUqcUM,723,443,USA,-0.8316
2217,"Trump demanded migrants be shot in the legs.  Fortunately, he thought, brown migrants aren't runway models or human or anything. https://t.co/TsqycvZrbe",715,308,USA,-0.2263
2218,"Mexican Police are fighting back ILLEGAL migrants harder than Democrats!Billionaire George Soros funded Leftard ""Open Border"" groups aren't sending their best to America...They're sending thugs from Africa &amp; Haiti to storm borders!Build The Wall!https://t.co/ZoeQNBzTwg",697,664,USA,-0.9017
2219,"When they tell us later this isn't indefinite detention of migrant families, remember this: Trump administration ""officials said there is no limit on how long a family can be detained under the new rule."" https://t.co/OeusS16h9k",694,459,USA,-0.4195
2220,"A woman has been killed &amp; two others have been injured after they were attacked by a Syrian refugee with a machete near Stuttgart in Germany.Let me guess, the attacker was a peace loving MuslimBuild the Wall!If you want to follow me, I do follow backhttps://t.co/OEeYDZGS3d",694,690,USA,-0.7574
2221,"Unfortunately eugenics remains an ideological undercurrent within the environmental movement: fixation on ""population control"" and nonwhite birth rates, white nostalgia for era of colonial family farms (with implication that nonwhite migrants polluted/perverted agro industry)",692,256,USA,-0.34
2222,"NEW: The Trump admin is seeking to terminate the Flores Settlement, which limits migrant family units from being detained beyond 20 days. Getting rid of the agreement through a rule change would allow the admin to detain families together indefinitely.https://t.co/4K1dNTIEEV",688,237,USA,-0.1027
2223,"El Paso shooter: This attack is a response to the Hispanic invasion of TXLahren today: We shouldn't assign blame or point fingers about this3 mo. ago: This isn't just a migrant caravan, this is an invasion. Every American watching should be infuriatedhttps://t.co/F14rY3lFfb",686,325,USA,-0.4274
2224,"@altug_isigan @AOC is that why 99.9% of legal gun owners never even point their weapon at a person, let alone use it? There are inner cities more dangerous than the Central American nations migrants are fleeing.",685,72,USA,-0.8173
2225,"These stories are just getting completely lost in the chaos. When Obama left office we had a cap of 110,000 refugees. In Trump's first year it was cut to 45,000, then 30,000 last year. Now with influence from Stephen Miller we are looking at possibly ZERO! https://t.co/V29yTtKtTy",684,511,USA,-0.8264
2226,"If Russia hands Trump a re-election, there will be more than banned refugees heading to Canada. https://t.co/NG7ePsmzza",681,211,USA,-0.507
2227,"If white Christian Conservatives had the same passion for migrant children, school shooting victims, sick toddlers, young black men, Muslim families, LGBTQ teens, and women that they claim to have for embryos--they'd actually be pro-life. https://t.co/nj1TvPBuzs",671,229,USA,-0.3818
2228,"@GOP @KellyannePolls You want a concrete proposal: get out of bed with the NRA, ban semi-automatic weapons, tell your President to stop tweeting abject racism, and put as much energy toward fighting actual white hate crimes as you do imagined migrant ones.https://t.co/uNwKe0lO1X",667,177,USA,-0.9485
2229,"For the record, what Obama &amp; friends did in Libya &amp; Syria is disgusting. They funded ""rebels"" who tried to overthrow the government of those countries. It resulted in literal slavery in Libya. It resulted in destabilization, war &amp; refugee crisis in Syria. The media is evil.",667,246,USA,-0.9612
2230,"These freshman House reps are New Democrats.They voted to give Trump more money to lock up and starve more refugee children.They stalled, while Reps. Talaib, Omar, Presley, and Ocasio-Cortez called for Trump's impeachment.They should be primaried, not praised. https://t.co/YMFtMvEzcr",666,176,USA,-0.7452
2231,"A French woman (who was a 'refugee' open borders activist) houses a migrant, who she had an intimate relationship with, and then was stabbed 14 times by him. She's now dead. https://t.co/KzSRiAo8QC",666,277,USA,-0.802
2232,"John Kelly is on the board of Caliburn, which owns Homestead and now is opening new private detention centers for migrant kids in Texas. He was the architect of Trump's immigration policy, and now he's cashing in.https://t.co/IuwAGPZA05",664,596,USA,-0.3612
2233,"More detail on the U.S.-Brazil bust of three human smugglers hauling migrants to the southern border (at least two terrorist suspects) from ""countries of national security interest"" in the Middle East, the Horn of Africa and South Asia. https://t.co/BDG4NLYfwm",664,412,USA,-0.4019
